Label: 171122 semi log dose response PRMT5i day 																																																													
Metric: Phase Object Confluence (Percent)																																																													
Cell Type: G411																																																													
Passage: 8																																																													
Notes: 																																																													
Analysis Job: 171130 411 semi log DR PRMT5i 																																																													

Date Time	Elapsed	B2	C2	D2	E2	F2	G2	B3	C3	D3	E3	F3	G3	B4	C4	D4	E4	F4	G4	B5	C5	D5	E5	F5	G5	B6	C6	D6	E6	F6	G6	B7	C7	D7	E7	F7	G7	B8	C8	D8	E8	F8	G8	B9	C9	D9	E9	F9	G9	B10	C10	D10	E10	F10	G10	B11	C11	D11	E11	F11	G11
43061.7972222222	0	5.550069	6.130135	4.408639	3.574357	3.70434	4.343587	3.587879	4.678209	3.625749	3.650945	3.772329	3.927854	4.516001	4.220252	4.26788	3.583647	3.404671	4.26308	5.21474	5.317802	3.75537	4.206316	3.66792	5.426717	5.202634	4.607147	4.072982	4.642169	3.156084	3.966968	3.81108	4.308255	5.284645	3.730313	3.450762	4.32865	2.861734	5.70233	3.785988	4.216937	4.605472	4.471878	4.134356	4.28919	4.763396	4.625711	3.819594	5.271348	3.802049	3.859692	4.584542	3.47019	3.721972	4.095968	5.158615	4.154146	4.278432	3.828729	4.063191	5.241506
43062.1277777778	7.93333333333333	7.003032	7.0155	5.369642	4.170068	4.590672	5.642458	4.478579	5.586887	4.794947	4.183573	4.975219	4.69413	5.377829	5.134059	5.370817	4.434768	4.045869	5.414508	6.604446	6.529015	4.506434	5.162863	4.434439	6.773682	6.135333	5.68691	4.864265	5.507673	3.8881	4.495607	4.624053	4.985234	6.124143	4.758009	3.988692	5.541504	3.770291	6.975298	4.722125	5.125977	5.872136	5.555717	5.097603	5.105117	5.954163	5.917399	4.613313	6.564555	5.073462	4.771738	5.73628	4.581571	4.751412	4.852057	6.124834	4.956016	4.98919	4.772152	5.12615	6.114662
43062.4611111111	15.9333333333333	8.475838	8.43933	6.180336	4.912464	5.341926	6.362507	5.391263	6.798653	5.661817	4.872727	5.695854	6.047503	6.597124	6.666354	6.286609	5.442069	5.121297	6.495599	7.732579	7.840353	5.310272	6.136197	5.208488	8.240736	7.481453	6.880525	5.555026	6.312168	4.584145	5.675873	5.82102	5.847718	7.553275	5.326194	4.924723	6.444379	4.354052	8.184076	5.384546	6.366859	6.896448	6.713344	6.419684	6.126785	7.456153	6.850806	5.798347	8.116003	6.002534	5.491251	6.615895	5.344171	5.690069	5.802611	7.738139	5.72832	6.018439	5.666289	5.770439	7.643988
43062.7972222222	24	9.948278	9.761083	7.117784	5.44226	6.852601	7.825331	5.892946	7.45688	6.429511	5.549448	6.817339	7.004068	7.952602	7.720647	7.38302	6.471008	6.180993	7.6429	9.030328	8.890121	6.015884	7.10934	5.858459	10.45467	8.946729	7.695209	6.525026	6.92862	4.780753	6.505063	6.619574	6.645546	8.784537	6.392883	5.515428	7.462923	5.634274	8.996618	6.56055	7.246802	8.416708	7.459607	7.612334	7.325202	9.009792	8.799406	6.825161	9.018981	7.456136	6.345394	7.80497	6.383886	6.522108	6.758192	8.858172	6.434329	6.632732	6.647757	6.969115	8.897494
43063.1277777778	31.9333333333333	12.3196	11.22822	8.259316	6.591753	7.805937	9.246949	7.132861	8.542374	7.23625	6.551741	8.579277	8.493658	9.15532	8.648387	8.569987	7.309453	7.333336	9.032417	10.92986	10.21579	7.017815	8.29458	7.108822	13.01967	10.65622	9.274822	7.400134	8.152818	5.696614	7.564015	7.992701	7.624422	10.26263	7.213489	6.689272	9.009933	7.005641	10.63029	7.747878	8.280231	9.8156	9.404029	9.004786	8.548763	10.89383	10.7454	8.08768	10.95111	8.832648	7.376112	9.157997	7.334632	7.778979	7.990941	10.73673	8.218702	7.560286	7.699802	8.265171	10.6387
43063.4611111111	39.9333333333333	14.30523	12.92459	9.338389	7.365629	9.352791	10.7938	8.077958	10.00834	8.579899	7.438643	9.801716	10.27604	10.80686	10.47833	9.886887	9.167079	8.577464	10.87697	11.75942	11.90588	8.043248	9.845425	7.836089	15.36785	12.32063	10.69508	8.481844	9.221839	6.282743	9.472603	9.143404	8.813152	11.86695	8.316546	7.503073	10.21434	8.206233	12.5143	8.802618	9.750444	10.99284	10.79601	10.92049	10.17511	13.7234	13.20419	9.534445	13.24526	10.24351	8.092171	10.50662	8.548885	8.948007	8.882402	12.1158	9.16252	8.850006	8.764125	9.41071	12.93466
43063.7972222222	48	16.18056	14.09685	10.38677	8.368095	11.04723	12.2348	8.992092	10.73699	10.1323	8.398126	11.31902	12.06536	12.30308	11.65838	11.20006	10.26408	10.28654	12.86883	13.75635	13.17919	9.227746	11.5626	9.116724	18.4863	14.11064	12.01082	9.443748	10.7518	7.115608	11.20362	10.86616	9.769129	13.91768	9.535549	8.591642	12.11124	9.709569	13.78328	10.06478	10.87647	12.66	12.23796	12.82379	11.67537	15.5629	15.62165	10.93548	15.69507	12.09078	9.259175	11.9477	10.20104	10.388	10.88968	13.88886	10.39472	10.01101	9.797072	11.07653	14.92878
43064.1277777778	55.9333333333333	18.67452	16.27082	11.27556	9.003748	11.81551	13.62026	10.29311	11.87277	10.90742	9.385464	12.82307	13.82255	13.48717	12.38704	12.57356	11.23183	12.02042	14.63858	15.17272	14.50486	10.48113	12.63066	9.894174	21.02024	15.63799	13.47615	10.70513	11.9156	8.324438	12.71759	12.41303	10.99076	15.45091	10.56193	9.438688	13.57885	11.82221	15.0248	11.86315	12.24093	15.04536	13.96593	14.54823	12.97476	18.17031	19.36833	12.90283	17.67378	14.70841	10.98931	13.20886	10.91805	11.6533	12.18746	16.0828	11.29074	11.54915	11.51337	12.98733	16.87389
43064.4611111111	63.9333333333333	20.76032	16.96342	11.94684	9.860673	13.77143	15.58677	11.36215	12.86666	12.05102	10.17747	15.32645	15.66042	14.9832	13.99703	14.15014	12.64837	13.9359	16.72396	17.27467	16.18293	11.64182	13.78414	11.02573	24.89946	17.57135	15.58885	12.53117	13.2422	8.971769	14.15119	13.88601	12.45349	17.8704	11.4288	10.68756	14.75017	13.60204	16.5176	13.23752	13.93989	16.79023	15.33445	16.86547	14.88336	20.66354	23.4498	14.98917	20.41233	16.72966	12.56296	15.10225	13.15066	13.84449	13.58325	18.18938	13.00888	12.59964	12.74363	14.91802	19.59796
43064.7972222222	72	22.39885	18.77765	13.22886	10.67161	15.63467	17.38297	12.30555	14.46034	13.19525	11.58594	17.40474	17.49254	16.93896	15.81485	15.42152	14.06733	15.39682	17.97077	19.45851	17.58543	12.98707	14.92609	12.09589	27.18368	19.88997	17.58564	13.29368	14.51567	9.908145	15.73075	15.88493	13.57235	20.54018	12.85691	11.79403	16.33893	16.13979	19.2531	15.06241	15.53447	19.35536	17.17529	18.77975	16.40675	22.20331	26.97051	17.10076	23.24245	20.08302	13.8593	17.04574	15.66976	15.96394	15.2107	20.44255	14.70489	14.35576	14.54579	16.58792	23.34768
43065.1277777778	79.9333333333333	24.08061	20.21472	14.32532	11.98343	17.06646	18.61749	13.75212	15.21769	14.61834	12.76321	18.93144	19.44023	18.21284	17.23104	16.95509	15.91483	17.41283	19.78695	21.00747	20.24233	15.01654	16.41445	13.67443	28.93709	22.17773	19.47695	15.41846	16.00317	10.96442	17.26334	17.66597	15.79239	23.18549	14.13739	12.85393	17.84013	18.5808	21.372	16.89724	17.2297	21.73041	18.78946	21.83006	18.52396	23.51284	31.68376	19.18539	26.21991	22.98171	15.41161	19.03912	17.48133	18.00002	17.40084	22.88353	16.62799	16.33408	16.7012	19.11802	25.79343
43065.4611111111	87.9333333333333	25.42806	21.04904	14.91871	13.05532	19.60685	20.14737	14.76872	16.59135	15.94432	13.89285	20.73714	20.98891	19.49006	19.24006	18.04548	17.40343	18.57206	22.00702	22.61693	21.71092	16.38179	17.74206	14.83646	31.4061	23.92766	22.15651	16.91973	17.64071	11.91235	18.15721	19.99169	17.72334	25.85088	15.52679	13.8431	19.52368	21.04885	24.19991	19.1759	19.85767	24.38424	20.71939	24.91034	20.84288	25.8281	34.88511	22.24606	29.95149	25.9463	18.03031	21.94143	20.53448	20.60869	19.82482	25.63083	18.62074	18.68579	18.75698	22.43881	28.49817
43065.7972222222	96	25.91408	22.326	15.81	14.04618	20.45125	21.52599	15.85697	17.23784	17.22516	14.49058	22.22566	22.22066	20.81937	20.98727	19.82308	18.44636	19.78484	22.74397	24.39526	23.61499	17.8241	19.07103	15.89755	32.7467	26.39401	23.92203	18.46668	18.58712	12.61225	19.31111	21.59466	18.9325	29.78628	16.46875	14.99998	20.85053	24.77578	26.80896	21.71549	22.07494	26.97992	22.64642	27.4867	22.94632	27.6889	38.0024	25.00414	32.5956	29.95568	19.06226	24.32395	23.8398	24.07726	22.4452	27.90255	20.67674	20.99856	21.21622	25.40558	32.5607
